player_name,nationality,club,position,age,market_value_eur_m,season,competition,match_id,minutes_played,goals,assists,shots_on_target,pass_accuracy_pct,tackles,distance_covered_km,match_rating,yellow_card,red_card,fouls_committed,injured_flag
Achraf Hakimi,Unknown,Paris Saint-Germain,RB,21,10.26,2025/26,League,109089,90,0,0,0,81.5,2,6.73,6.3,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.75,2025/26,League,109090,66,0,1,0,88.2,3,10.0,7.1,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.35,2025/26,League,109091,81,0,0,0,,0,11.92,6.6,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.64,2025/26,League,109092,37,0,0,0,80.8,5,5.6,5.4,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,11.13,2025/26,League,109093,90,0,0,0,64.5,1,9.52,6.2,True,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.08,2025/26,League,109094,20,0,0,0,,0,1.93,4.5,False,False,4,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.98,2025/26,League,109095,68,0,0,0,91.1,3,4.92,6.8,False,False,0,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.42,2025/26,League,109096,68,0,0,0,44.1,5,4.6,5.8,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.97,2025/26,League,109097,81,0,0,0,74.1,5,11.16,6.4,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.49,2025/26,League,109098,90,0,0,0,86.9,2,14.5,7.3,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.43,2025/26,League,109099,65,0,0,0,99.4,3,6.56,6.7,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.02,2025/26,League,109100,40,0,0,0,,2,2.35,4.0,False,True,0,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.09,2025/26,League,109101,79,0,0,0,69.9,7,7.33,6.4,False,False,0,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.9,2025/26,League,109102,90,0,0,0,66.2,2,7.17,7.0,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.79,2025/26,League,109103,90,0,0,0,58.6,5,14.49,7.7,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.96,2025/26,League,109104,86,0,0,0,54.9,5,9.41,6.9,False,False,0,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.76,2025/26,League,109105,71,0,0,0,86.7,3,3.96,5.7,False,False,4,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.21,2025/26,League,109106,85,0,0,1,51.4,2,14.5,6.8,False,False,1,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.48,2025/26,World Cup Qualifiers,102952,74,0,0,0,63.0,5,10.3,6.4,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.16,2025/26,World Cup Qualifiers,102953,77,0,0,0,69.3,2,6.47,6.1,False,False,2,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,10.9,2025/26,World Cup Qualifiers,102954,50,0,0,0,49.2,7,5.99,4.8,False,True,0,False
Achraf Hakimi,Morocco,Paris Saint-Germain,RB,21,9.42,2025/26,World Cup Qualifiers,102955,90,0,0,0,74.5,1,6.8,7.3,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.02,2025/26,Champions League,107119,6,0,0,0,62.1,0,0.5,4.1,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.3,2025/26,Champions League,107120,30,0,0,0,69.9,2,5.41,5.0,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.62,2025/26,Champions League,107121,75,0,0,0,38.6,0,8.05,5.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.19,2025/26,Champions League,107122,66,0,0,0,95.9,7,6.97,6.8,False,False,6,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.85,2025/26,Champions League,107123,90,0,0,0,79.8,3,7.9,7.0,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.27,2025/26,Champions League,107124,69,0,0,0,74.0,2,6.68,5.5,True,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.08,2025/26,Champions League,107125,26,0,0,0,82.2,2,4.12,4.6,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.72,2025/26,Champions League,107126,67,0,0,0,93.0,2,11.71,5.4,False,False,2,False
Achraf Hakimi Jr,Unknown,Paris Saint-Germain,RB,21,32.87,2025/26,Domestic Cup,108435,89,0,0,0,80.2,2,8.37,6.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,27.79,2025/26,Domestic Cup,108436,1,0,0,0,61.9,0,0.5,3.7,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,27.83,2025/26,Domestic Cup,108437,90,0,0,0,77.4,4,8.92,6.8,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.57,2025/26,Domestic Cup,108438,58,0,0,0,93.5,2,8.99,6.7,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.49,2025/26,Domestic Cup,108439,15,0,0,0,82.7,1,1.26,4.2,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.55,2025/26,Domestic Cup,108440,8,0,0,0,84.2,0,0.5,3.9,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,27.64,2025/26,FIFA World Cup 2026,106807,9,0,0,0,66.8,0,0.86,3.9,False,False,4,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.68,2025/26,FIFA World Cup 2026,106808,49,0,0,0,73.0,1,7.07,5.8,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.73,2025/26,FIFA World Cup 2026,106809,40,0,0,1,71.3,1,6.39,4.5,True,False,2,True
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.2,2025/26,FIFA World Cup 2026,106810,90,0,0,0,73.4,2,6.32,6.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.55,2025/26,FIFA World Cup 2026,106811,90,0,0,0,77.5,3,6.9,6.8,False,False,2,True
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.72,2025/26,League,100925,90,0,0,0,44.4,5,4.8,7.0,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.42,2025/26,League,100926,34,0,0,0,94.8,2,3.2,5.5,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.37,2025/26,League,100927,75,0,0,0,50.2,3,2.52,6.3,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.49,2025/26,League,100928,58,0,0,0,96.2,0,7.27,6.1,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.02,2025/26,League,100929,85,0,0,0,70.1,5,9.92,7.5,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.71,2025/26,League,100930,62,0,0,0,85.4,0,6.22,5.6,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.2,2025/26,League,100931,34,0,0,0,86.0,3,6.1,5.3,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.32,2025/26,League,100932,30,0,0,0,87.1,0,2.01,4.5,False,False,5,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,,2025/26,League,100933,33,0,0,0,43.5,2,4.12,4.8,True,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.93,2025/26,League,100934,90,0,0,0,66.6,2,8.36,6.3,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.05,2025/26,League,100935,74,0,0,0,69.8,1,8.93,6.3,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.76,2025/26,League,100936,87,0,0,0,65.8,3,5.72,6.8,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.63,2025/26,League,100937,74,0,0,0,81.3,4,6.42,6.2,False,False,3,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.14,2025/26,League,100938,90,0,0,0,93.5,0,14.5,7.0,False,False,2,True
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.01,2025/26,League,100939,90,0,1,0,81.4,5,9.31,7.9,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.8,2025/26,League,100940,88,0,0,0,97.3,2,9.7,7.6,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.68,2025/26,League,100941,70,0,0,0,,4,13.5,6.3,False,False,3,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.77,2025/26,League,100942,87,0,0,0,76.4,5,6.32,6.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.2,2025/26,League,100943,90,0,0,0,94.1,3,14.29,8.0,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.82,2025/26,League,100944,63,0,0,0,42.6,5,7.3,5.8,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.93,2025/26,League,100945,90,1,0,0,88.9,2,11.8,7.8,False,False,3,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.35,2025/26,League,100946,39,0,0,0,91.7,1,8.08,5.7,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.19,2025/26,League,100947,90,0,0,0,84.6,2,5.6,6.8,False,False,1,True
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.01,2025/26,League,100948,40,0,0,0,79.2,1,4.19,5.7,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.58,2025/26,League,100949,1,0,0,0,,1,0.5,4.0,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,33.47,2025/26,League,100950,16,0,0,0,86.0,1,1.74,4.5,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.52,2025/26,League,100951,90,0,0,0,72.9,3,11.86,7.4,False,False,2,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.64,2025/26,League,100952,39,0,0,0,94.0,1,5.29,5.3,False,False,1,True
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.92,2025/26,League,100953,69,0,0,0,83.8,1,11.1,6.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.66,2025/26,League,100954,47,0,0,0,84.4,3,4.3,5.7,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.0,2025/26,League,100955,70,0,0,0,58.0,0,8.78,6.7,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.4,2025/26,League,100956,47,0,0,0,93.7,0,5.27,6.2,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,31.22,2025/26,League,100957,90,0,0,0,65.2,2,14.5,6.6,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.3,2025/26,League,100958,90,0,0,0,91.1,5,8.1,7.6,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,30.79,2025/26,League,100959,90,0,0,0,92.5,7,9.43,7.3,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,28.57,2025/26,World Cup Qualifiers,112213,27,0,0,0,71.1,1,2.39,4.9,True,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,27.64,2025/26,World Cup Qualifiers,112214,90,0,0,0,86.5,4,10.88,7.6,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.72,2025/26,World Cup Qualifiers,112215,90,0,1,1,71.5,1,10.44,7.6,False,False,1,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,32.46,2025/26,World Cup Qualifiers,112216,68,0,0,0,79.6,1,7.94,6.1,True,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.74,2025/26,World Cup Qualifiers,112217,72,0,0,0,75.9,3,7.35,6.6,False,False,0,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.84,2025/26,World Cup Qualifiers,112218,82,0,0,0,53.4,4,7.29,6.6,False,False,3,False
Achraf Hakimi Jr,Morocco,Paris Saint-Germain,RB,21,29.26,2025/26,World Cup Qualifiers,112219,61,0,1,0,72.1,1,3.75,6.7,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.56,2025/26,Champions League,112572,71,1,0,0,81.9,0,5.65,6.3,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.4,2025/26,Champions League,112573,89,0,0,1,79.0,1,8.27,7.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.65,2025/26,Champions League,112574,81,0,0,0,96.4,1,10.86,7.0,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.2,2025/26,Champions League,112575,27,1,0,0,93.5,0,2.33,5.4,False,False,5,False
Ademola Lookman,Nigeria,Atalanta,LW,23,,2025/26,Champions League,112576,58,1,1,0,65.3,1,9.0,5.9,False,True,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.65,2025/26,Champions League,112577,32,0,0,0,65.5,0,4.85,4.5,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.32,2025/26,Champions League,112578,90,0,1,0,75.6,0,8.63,7.3,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.2,2025/26,Champions League,112579,90,0,0,2,90.3,0,10.63,7.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.53,2025/26,Domestic Cup,112663,69,1,1,0,71.1,0,14.46,8.5,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.26,2025/26,Domestic Cup,112664,90,0,0,0,,0,7.17,6.8,False,False,3,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.59,2025/26,Domestic Cup,112665,62,0,0,2,75.0,1,8.68,6.2,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.19,2025/26,Domestic Cup,112666,42,0,0,0,38.6,0,2.83,5.4,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.58,2025/26,Domestic Cup,112667,66,0,0,0,82.0,1,4.84,6.2,True,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.39,2025/26,Domestic Cup,112668,89,0,2,0,,1,8.0,8.0,False,False,3,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.47,2025/26,FIFA World Cup 2026,109113,47,0,0,1,92.4,0,4.28,5.8,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.55,2025/26,FIFA World Cup 2026,109114,71,0,1,0,56.3,0,3.38,6.4,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.65,2025/26,FIFA World Cup 2026,109115,11,0,0,0,85.8,1,1.69,4.3,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.63,2025/26,FIFA World Cup 2026,109116,82,0,0,0,62.3,0,12.95,6.2,False,False,3,False
Ademola Lookman,Unknown,Atalanta,LW,23,2.38,2025/26,FIFA World Cup 2026,109117,90,0,2,0,63.6,1,14.5,7.8,True,False,3,True
Ademola Lookman,Nigeria,Atalanta,LW,23,2.36,2025/26,FIFA World Cup 2026,109118,26,0,0,0,79.7,0,3.33,4.7,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.53,2025/26,League,106963,75,0,0,1,33.2,1,11.49,6.4,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.29,2025/26,League,106964,49,0,0,0,91.7,0,2.97,5.3,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.38,2025/26,League,106965,86,1,0,1,88.3,0,4.02,7.8,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.46,2025/26,League,106966,5,0,0,0,67.6,0,0.82,4.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.66,2025/26,League,106967,25,0,0,0,90.2,0,1.49,4.1,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.66,2025/26,League,106968,83,3,0,0,68.6,0,13.36,9.7,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.38,2025/26,League,106969,68,0,0,0,84.3,1,6.93,6.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.61,2025/26,League,106970,69,0,0,0,36.3,0,8.22,6.0,True,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.57,2025/26,League,106971,42,0,0,0,80.1,0,4.28,5.3,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.3,2025/26,League,106972,75,0,0,1,81.9,1,8.34,7.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.22,2025/26,League,106973,47,0,0,1,63.8,0,3.43,5.5,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.26,2025/26,League,106974,39,1,1,0,59.1,1,5.65,6.6,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.34,2025/26,League,106975,45,0,0,2,94.2,1,4.23,5.3,True,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.27,2025/26,League,106976,53,0,0,0,70.4,1,4.43,5.7,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.2,2025/26,League,106977,90,0,2,1,86.3,1,6.24,7.5,False,False,4,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.33,2025/26,League,106978,90,0,0,0,,1,14.5,7.2,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.65,2025/26,League,106979,90,0,2,0,84.3,1,7.35,7.7,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.53,2025/26,League,106980,88,0,1,1,88.9,0,7.2,7.2,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,,2025/26,League,106981,11,0,0,0,98.5,0,1.04,4.1,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.2,2025/26,League,106982,75,0,0,0,90.8,1,6.77,6.7,False,False,3,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.63,2025/26,League,106983,86,0,0,1,92.1,1,11.78,7.2,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.64,2025/26,League,106984,90,1,0,1,79.1,0,2.19,7.6,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.32,2025/26,League,106985,21,0,0,0,80.2,0,1.44,4.5,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.36,2025/26,League,106986,41,0,1,0,32.4,1,3.61,5.4,True,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.36,2025/26,League,106987,48,2,0,1,74.6,1,5.25,7.1,False,False,1,True
Ademola Lookman,Nigeria,Atalanta,LW,23,2.65,2025/26,League,106988,90,0,1,1,65.6,1,14.5,7.8,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.25,2025/26,League,106989,20,0,0,0,71.0,1,2.12,4.3,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.5,2025/26,League,106990,72,0,1,0,88.8,0,14.5,7.5,False,False,3,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.48,2025/26,League,106991,90,1,0,0,86.1,1,7.31,8.3,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.63,2025/26,League,106992,3,0,0,0,94.9,0,0.5,4.2,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.41,2025/26,League,106993,90,0,0,0,88.6,0,8.23,6.8,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.22,2025/26,League,106994,77,0,0,0,80.2,1,7.96,6.0,False,False,0,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.52,2025/26,World Cup Qualifiers,111782,90,0,0,1,72.6,1,11.49,6.8,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.3,2025/26,World Cup Qualifiers,111783,2,0,0,0,31.0,0,0.5,4.0,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.4,2025/26,World Cup Qualifiers,111784,76,0,0,1,,1,7.65,6.6,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.55,2025/26,World Cup Qualifiers,111785,81,1,0,0,92.9,0,7.43,7.3,False,False,1,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.37,2025/26,World Cup Qualifiers,111786,90,0,1,0,89.1,0,11.29,7.8,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.64,2025/26,World Cup Qualifiers,111787,80,0,0,1,72.3,4,,6.5,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.25,2025/26,World Cup Qualifiers,111788,18,0,0,0,73.9,0,1.57,4.1,False,False,2,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.31,2025/26,World Cup Qualifiers,111789,57,0,0,1,86.6,0,4.22,4.1,False,True,3,False
Ademola Lookman,Nigeria,Atalanta,LW,23,2.51,2025/26,World Cup Qualifiers,111790,70,0,1,1,75.1,0,5.36,6.2,False,False,1,False
Alejandro Balde,Spain,Barcelona,LB,31,35.2,2025/26,Champions League,101411,90,0,0,0,96.9,5,8.54,7.6,False,False,1,False
Alejandro Balde,Spain,Barcelona,LB,31,37.87,2025/26,Champions League,101412,69,0,0,0,62.5,2,7.39,5.7,False,False,5,False
Alejandro Balde,Spain,Barcelona,LB,31,35.55,2025/26,Champions League,101413,86,0,0,0,70.3,3,6.12,6.7,False,False,1,False
Alejandro Balde,Spain,Barcelona,LB,31,36.33,2025/26,Champions League,101414,90,0,0,0,72.0,5,10.21,7.3,False,False,0,False
Alejandro Balde,Spain,Barcelona,LB,31,36.44,2025/26,Champions League,101415,66,0,0,0,,3,6.38,5.3,True,False,3,False
